customer_id,recency,frequency,monetary,first_order,last_order,reference_date,r_score,f_score,m_score,rfm_score,segment,recommended_action
CUST000186,117.0,1,55.62,2026-05-06,2026-05-06,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000187,76.0,2,73.65,2026-03-17,2026-06-16,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000188,7.0,13,980.0699999999999,2024-12-15,2026-08-24,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000189,242.0,1,262.12,2026-01-01,2026-01-01,2026-08-31,2,1,4,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000190,61.0,4,414.51,2026-04-14,2026-07-01,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000191,338.0,3,191.82999999999998,2025-07-29,2025-09-27,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000192,53.0,2,81.84,2026-06-02,2026-07-09,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000193,55.0,10,853.38,2024-12-05,2026-07-07,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000194,373.0,2,45.2,2025-05-27,2025-08-23,2026-08-31,2,2,1,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000195,15.0,9,572.71,2025-04-26,2026-08-16,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000196,67.0,12,751.8199999999999,2024-09-03,2026-06-25,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000197,536.0,1,13.78,2025-03-13,2025-03-13,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000198,338.0,4,139.76,2025-04-09,2025-09-27,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000199,59.0,9,597.96,2025-06-26,2026-07-03,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000200,66.0,2,113.47,2026-03-23,2026-06-26,2026-08-31,4,2,3,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000201,347.0,3,105.08000000000001,2025-02-24,2025-09-18,2026-08-31,2,3,2,7,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000202,36.0,13,10016.619999999999,2025-03-13,2026-07-26,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000203,275.0,1,39.13,2025-11-29,2025-11-29,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000204,45.0,12,851.71,2024-08-30,2026-07-17,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000205,15.0,14,1976.67,2024-09-20,2026-08-16,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000206,104.0,5,217.63,2025-10-14,2026-05-19,2026-08-31,4,4,3,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000207,60.0,12,1003.3199999999999,2024-11-05,2026-07-02,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000208,319.0,1,26.5,2025-10-16,2025-10-16,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000209,40.0,7,651.98,2025-04-17,2026-07-22,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000210,43.0,1,34.65,2026-07-19,2026-07-19,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000211,,0,0.0,,,2026-08-31,,,,,No Purchase History,Investigate: no purchase history -- confirm signup funnel / re-engage with welcome offer.
CUST000212,689.0,1,47.08,2024-10-11,2024-10-11,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000213,63.0,11,826.2,2024-09-21,2026-06-29,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000214,489.0,1,52.09,2025-04-29,2025-04-29,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000215,452.0,1,10.96,2025-06-05,2025-06-05,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000216,313.0,1,9.29,2025-10-22,2025-10-22,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000217,17.0,11,839.74,2024-09-24,2026-08-14,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000218,13.0,10,865.5799999999999,2025-01-30,2026-08-18,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000219,456.0,4,117.55000000000001,2024-12-15,2025-06-01,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000220,182.0,3,143.56,2025-07-14,2026-03-02,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000221,145.0,4,143.29999999999998,2025-11-09,2026-04-08,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000222,174.0,4,355.21,2025-07-20,2026-03-10,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000223,376.0,1,13.84,2025-08-20,2025-08-20,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000224,17.0,10,7889.03,2024-11-25,2026-08-14,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000225,142.0,2,167.78,2026-01-28,2026-04-11,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000226,538.0,3,142.36,2024-10-24,2025-03-11,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000227,30.0,9,694.59,2024-11-01,2026-08-01,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000228,437.0,1,52.76,2025-06-20,2025-06-20,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000229,430.0,1,82.17,2025-06-27,2025-06-27,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000230,28.0,9,848.23,2024-11-27,2026-08-03,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000231,49.0,11,792.36,2024-10-05,2026-07-13,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000232,172.0,5,342.89,2025-05-10,2026-03-12,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000233,38.0,7,5284.06,2024-09-08,2026-07-24,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000234,414.0,1,56.99,2025-07-13,2025-07-13,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000235,614.0,2,106.86,2024-09-21,2024-12-25,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000236,681.0,1,30.07,2024-10-19,2024-10-19,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000237,231.0,4,129.26,2025-06-21,2026-01-12,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000238,344.0,1,40.93,2025-09-21,2025-09-21,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000239,4.0,9,1038.91,2024-09-16,2026-08-27,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000240,85.0,10,734.79,2024-10-20,2026-06-07,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000241,461.0,1,65.48,2025-05-27,2025-05-27,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000242,405.0,1,24.51,2025-07-22,2025-07-22,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000243,118.0,6,475.66999999999996,2025-03-07,2026-05-05,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000244,274.0,1,9.37,2025-11-30,2025-11-30,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000245,168.0,1,26.33,2026-03-16,2026-03-16,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000246,661.0,1,7.46,2024-11-08,2024-11-08,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000247,239.0,1,28.98,2026-01-04,2026-01-04,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000248,171.0,4,101.56,2025-04-18,2026-03-13,2026-08-31,3,3,2,8,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000249,138.0,2,70.63,2026-03-16,2026-04-15,2026-08-31,3,2,2,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000250,32.0,5,553.57,2025-08-26,2026-07-30,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000251,216.0,1,10.89,2026-01-27,2026-01-27,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000252,556.0,1,63.6,2025-02-21,2025-02-21,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000253,219.0,2,131.07,2025-12-15,2026-01-24,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000254,196.0,6,257.49,2025-02-20,2026-02-16,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000255,87.0,5,222.54999999999998,2025-04-25,2026-06-05,2026-08-31,4,4,3,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000256,90.0,1,92.07,2026-06-02,2026-06-02,2026-08-31,4,1,2,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000257,572.0,1,21.41,2025-02-05,2025-02-05,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000258,41.0,12,870.84,2024-09-01,2026-07-21,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000259,72.0,8,1009.23,2024-12-05,2026-06-20,2026-08-31,4,4,5,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000260,204.0,1,27.93,2026-02-08,2026-02-08,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000261,90.0,9,839.27,2024-09-21,2026-06-02,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000262,508.0,4,294.22,2024-11-02,2025-04-10,2026-08-31,1,3,4,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000263,167.0,5,250.42000000000002,2025-04-06,2026-03-17,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000264,40.0,11,1016.3199999999999,2024-11-02,2026-07-22,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000265,510.0,4,146.5,2024-10-30,2025-04-08,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000266,23.0,13,760.85,2024-09-21,2026-08-08,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000267,159.0,5,337.40999999999997,2025-07-31,2026-03-25,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000268,58.0,10,851.81,2024-11-10,2026-07-04,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000269,28.0,12,1302.19,2024-09-06,2026-08-03,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000270,3.0,13,1699.62,2024-10-02,2026-08-28,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000271,20.0,11,1655.69,2024-09-27,2026-08-11,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000272,85.0,8,611.36,2024-09-25,2026-06-07,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000273,23.0,10,1433.25,2024-10-21,2026-08-08,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000274,638.0,1,21.14,2024-12-01,2024-12-01,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000275,199.0,1,47.07,2026-02-13,2026-02-13,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000276,181.0,3,252.12,2025-10-28,2026-03-03,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000277,149.0,4,159.01,2025-09-02,2026-04-04,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000278,407.0,1,41.64,2025-07-20,2025-07-20,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000279,621.0,2,41.71,2024-10-25,2024-12-18,2026-08-31,1,2,1,4,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000280,315.0,2,39.68,2025-08-11,2025-10-20,2026-08-31,2,2,1,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000281,33.0,12,1801.83,2024-10-21,2026-07-29,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000282,27.0,12,702.75,2024-12-07,2026-08-04,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000283,91.0,4,354.88,2025-11-28,2026-06-01,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000284,209.0,2,254.18,2025-11-12,2026-02-03,2026-08-31,3,2,4,9,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000285,485.0,1,25.27,2025-05-03,2025-05-03,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000286,96.0,2,146.19,2026-02-27,2026-05-27,2026-08-31,4,2,3,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000287,60.0,12,1626.45,2024-10-25,2026-07-02,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000288,65.0,4,287.23,2025-10-25,2026-06-27,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000289,350.0,1,4.05,2025-09-15,2025-09-15,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000290,17.0,10,566.7,2024-11-05,2026-08-14,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000291,506.0,1,34.05,2025-04-12,2025-04-12,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000292,16.0,9,1251.5,2024-10-17,2026-08-15,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000293,658.0,2,101.72,2024-09-29,2024-11-11,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000294,20.0,12,1352.47,2024-10-13,2026-08-11,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000295,470.0,1,37.68,2025-05-18,2025-05-18,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000296,604.0,3,150.44,2024-09-05,2025-01-04,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000297,44.0,6,3954.5600000000004,2025-06-17,2026-07-18,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000298,384.0,3,254.23,2025-05-03,2025-08-12,2026-08-31,2,3,4,9,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000299,375.0,3,149.98000000000002,2025-05-25,2025-08-21,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000300,65.0,1,40.02,2026-06-27,2026-06-27,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000301,630.0,3,198.64,2024-10-05,2024-12-09,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
